,0
4422afa5e085d3e4373b56dd5c28160d,928.0
80b6c8ab80462ea8941b93f5ace96a92,926.0
ce78414357068359ddae6a47b6592a08,923.0
96313c6176968c6b479464ca68dc3096,921.0
da2dfebc255ed8bff986e5313ef04c5f,919.0
ce54b572b93affd7afe291853b517e21,918.0
294439019add4f19e8d5d95d40921207,916.0
5c0cb8ccf4b685e693dfd14db9465dd6,914.0
7e4161552cf4b7361ff89f85623ef824,907.0
65564efafb80060ef155c05105b8ed0b,901.0
787c5d7a23ff7a1fce4e4fc04c3f5a7c,876.0
54a43d2113c13203e813d22b17f3f370,875.0
960aceada5d86b21b6f3c6a38d14822d,869.0
270a745647e1f4f2daefddcae78b43c7,866.0
25701bc06e4a2d4b040f35a10c2ab965,864.0
fced56b8fe3abb5b162d60023e73da20,863.0
62dc76a09326c359be5946507e82e9fa,857.0
34acf094640c87c401f04665eb4c44fd,854.0
234166274fbb22e38900a26eb84ece58,846.0
14e78619269b8c45554ab4a8ddf2f22c,845.0
de689038d335b0e895f90f08f59c3ab1,843.0
b060079a052d8ef0971aa8faf2adb85c,838.0
b358d76cf51dad99d526470074e5f31c,832.0
8212472385df0dc1b6527a764d613b7d,830.0
a678b0b270111b639c9adf21c1a91020,826.0
814891c975c02f29829aad91e7525455,825.0
bf34422106e5974ddf75216e2c05273c,824.0
46106f5c1a2dda999551e9675cd3568d,819.0
7f86fe47ae4b09efb9edc6826f727868,816.0
d9374dca5cde3bdf56ac82fa527976be,808.0
a927fa934cf9d977992764c4dcba0b7d,806.0
975d5aabbcbb53d18b84ee9a8024fcd8,806.0
1970af775bfecdd2ca50180b69989ee0,802.0
5999c79b4a0c61c19a9cf4cc497f1514,801.0
9d24a5958524b572f096d356fd33187c,798.0
4feb426703234389503a7b994773d50c,789.0
223141ee97781bbede60bb494d599448,785.0
70d9b060e6c0b37c28dd6b1b6073baaa,771.0
924ab5cb47309a83e71d60320378d194,768.0
096aa868afaffdd4bd938b9faa623a2a,765.0
fcfc259df19c81f8b6701748baaaa360,764.0
13506518b825bfbd65794347af5958c6,761.0
1645db79a8f157daf4bb9bb6ce393e1d,759.0
ce72009c0c36b5ff547b9a0c89f669ce,739.0
37a7e187d35366eb6167cbe90e558af1,739.0
0dbf1596f24a2fb472df5f2a0a5a3ea0,734.0
84c7caa8ea59cf2cb4450742af1e088b,733.0
950524da5744abc0ef286d09c7f75bc3,733.0
c5e5fd5c9af649aec207b86dee76d5f3,723.0
731f05b0a2cd5a295eed1bf67823ec44,717.0
2747bd94a19fbfa82f1e90e326d2f100,716.0
264e289b9e0c6779eabf9772f7981d48,713.0
e5f556676d65fdb9ad35c8b57ea9faa0,712.0
c6f5c4d8343f60687af5d72396766263,700.0
a2859ac356af89cc709b58f54065be56,697.0
185fd5fa18cb1cc8b0fa2bacf60af299,694.0
85a3e769a721c55ca2b9880a56a43373,693.0
6807c9493781c19a20699578fd5da51c,684.0
e24e7b9b383a4e46a7761d21ddd703aa,676.0
405600e715167b5f59ca7a6438a970e2,674.0
c3e8496b70f7341450e298f29c5fa4e5,671.0
93a6c8e48c3242ede19d1e7ac1a7c9d0,669.0
42bff550a49ca360c6036958d3026f99,663.0
dc39a8363a0619e382ad6bdf64622a08,657.0
11401ee29264e6f60b65371a2601cd07,654.0
b8b18f589b294a4bf53dd603995c4963,648.0
071adc1f6119b36a43480ff85d58b23a,647.0
2c545231aacaf1d8c6b3f8f8930d4363,642.0
04611dabe3583caf155167674ef7e0e4,638.0
f86c536a0839b448a93580a165464ab4,633.0
a0814dbcfc36b32aa80e5af6bca83748,628.0
3883c3ab093249287e47ca21ff186ca4,626.0
83675d30639c20d61e9f59c2b956ee5b,621.0
5f52cfbaaa24156ce4890b1e49443f86,619.0
6aabafb49961a8603b6242b71562c56a,617.0
401e9cda8dd173db76e03cfe30f2274e,615.0
e5ee1d85ad16f8c94333754ffe9430ff,614.0
ce0c98486c0934c2f5922589f4883a46,612.0
deb6cb498b1f0a2e2098d8698813c54b,612.0
3e3f77c4be49bcab88acf4209404e136,601.0
c0edea80a4d623eb75e03daa3536a4dc,599.0
584333b9beb1cd043f4852fafb56bad9,596.0
5ba41fd826c45352c3911bdcaea6789a,595.0
8cadcb7be6a644953d0ce8e8118a49d3,594.0
c6cc193827dee5c035291d0d1d14b625,593.0
d5f4e724b7fd8b007ef230dbd43c7a3c,592.0
0e6645acd71bc7e1dc285638b8c3b44b,585.0
851bd80d021dcf4e9f3f11e95310927c,583.0
90efbf79b027835779101fc55504e842,575.0
05dbbf0301a9625e1f1a41470a92f7fe,572.0
d925f54f2129619db22eb998d6021440,570.0
5eb89b54ff80685ac36c8fa3a916ce31,568.0
bf7348b2028d96bee8686238f2bc5aa2,558.0
4cf94e3f7eb4dab62323fea7f825081a,552.0
49542b70535b5b25483a9220abd05093,551.0
b301115074f6e3de36efa48b692c7f8b,543.0
8707ff9eac05bc071993b6f346ec5baa,540.0
2d01d21dc12ee96d173b6ab4e83f9a3b,535.0
870c2e3e8ebeb830c2d64ee56078f58b,535.0
9ecb011b73b151660fc0f8650ef1da00,530.0
8b9ce5d63321e8cbc4516380a4ecbca9,529.0
dc6ae08657c6ddc998f5ae806ab8934f,528.0
9f25b0f3bed25fbce94a44080186ca08,523.0
273fa0191072af3d33e32271b35c8f18,515.0
a5158e1b4131c2dffa5310aedc7c10ef,514.0
959b9a53f413963f0de2b48bc4ceaece,512.0
f479c23321346918723839e33a3544f4,507.0
e238c6f976254aa34d2106b20782549a,505.0
cd70b794d99f4fe45a7d461f1d4e8f2e,503.0
194b403b7289428d0a766e59e8b32195,503.0
c67805e12dc927c5b3ba6b192381ecf7,502.0
c8e34bb10306cd8cc72e42eb1313b7c8,502.0
d062aab2d581a40e622dc728e96ff07d,499.0
c5aad5ebe154556c8422b669638c0745,493.0
5f8d35126b0a7321413d21487ec72b73,479.0
8c39e8285fdd1a2692edab20e1463552,477.0
f09f257605135a6049b847768387fb33,476.0
46f09d7aa9bcac4a3e3e8574925eb57a,476.0
23176b0d224a85cab9385a426000544f,474.0
c0d5dcb7d80d5dae81f286d953193674,473.0
ae80a8a3539924896aaba9bf36d0d438,472.0
9faa90542b330fa9e0c926e24267ec99,470.0
bbaad0f397a1590db5c42bf1f40c8db9,466.0
6c1ffab9f72d0164ea6126850fcf4968,464.0
4e1bda045e6ba843353281138c649093,458.0
2b098ef39ba6c530643dffe8d84adb1b,457.0
1396b950677a0d669ebb6710d336615d,455.0
ff30b3d451a318cb5fcf4a87f83927ad,451.0
4ed11405ae0cd46d8c58ce2a90094823,448.0
25946b1f44d8e53165785e8608641763,447.0
d46e2205f0c6ecf67b51f83d111c509c,442.0
1ea2c3e2a528db3d3be74e6d87fc2942,442.0
af928ce7b721200d59dcbdd21877f685,441.0
0f2a5acc53e55f2c9f0c7409421dc5a0,441.0
b8cd8bdfb9f24acdc936b524a9d81d57,439.0
4963d4ed2df490e8bc8d22c472e42a12,439.0
337fe99fc52f0e102994ed721dddf577,437.0
dae2011d282a4a3d992e774bf341acd3,435.0
b454c56ae7923cac07b03196d8b77304,430.0
65ec17bde16247dae43cc95be7729dca,428.0
7ba07e4c2fed4da2d0fffb31ebc6c4ae,425.0
23194d2b7c5d9dadd6ac2f254c6586d1,424.0
538add871396bc31fee52b4c6e73542a,423.0
021b898345f1a2b66c1e0da5f63a93c6,423.0
fcc84f75257e928f79853e39bb2c6d23,423.0
f9f60c2b7142924f5bf6369037234212,422.0
2a89717b521dc276ae1bd08090909dc4,421.0
870360668c3977200e9e3c9e18f79721,420.0
5d01d303184a02f64aa7e9537256a469,419.0
a5e441397cdca65bc4e9d7378c95e361,417.0
ed00fb3691748ed4cae9230b19be54c8,412.0
cf6638b77d234084c256c5898fe8fe3b,408.0
d06a285ea63bd5cc53a4b0e46d0cdd72,408.0
b2224d09fb56fffb7949a37935a5b572,408.0
5425f9eda71afbc71638d011c18e96ae,407.0
abc9d0654528d0b94c6a6f45455a239d,404.0
9ae4c873b9b32bdae76d395205bbf6e6,404.0
a0802e2e9c9ac2458c64dc116dd71469,404.0
428cdb8eb45383c9c53f1b748e0cf97d,401.0
a6b8bcc8499b4128678a3a671a0bd004,401.0
872a193e37ad06aa0996e744c442e0f0,401.0
3dfaa3fabdf04711351c97af550d2921,400.0
e9ba53901533347c901fadbda061b68f,395.0
3cdfbb9adee168f17b5af25c74f580b9,393.0
fd496fd32dc8c08ade2e8b6c9d8ee13d,393.0
cf06ff688db7794a55279ba045ba2862,391.0
165e564fc0743aec6ecdbc7951bec82b,391.0
b9d14cd460529569d9a5746a80974cf8,390.0
ee92daa238d9b91f85aef29b32ee15c0,388.0
bf2978bc52b8731cc024bb07eeecf6ed,388.0
9364cef1ed381d49f5f8f512eb6516a4,387.0
761106f9ba9bdabce9e9b1417f097101,386.0
8c65d91e013525d1c8606fab40e0a88b,382.0
9ba1987318274a937999959ab8f93c3d,380.0
2ce88e05f1919882b01289628bd3d156,375.0
843ef86cd20608e1612e31ff1665a95c,367.0
2bfd220284f4208a729f67f3f6f073c3,366.0
5eaeab6fa2a8efe96eac7a0712c65080,366.0
912487364b4fda5993a03f47d60111e9,362.0
80dd71f0135ba7b0b937f699b90d18d8,362.0
e9401f3db9527e1a57b19c9117442afc,361.0
12470c486f558c083c46b45408cae9c6,359.0
5d6d200a9ac1ce63fef95fdd57cd4039,356.0
f417c17862db401c41c77faea54cc3c3,352.0
9a9b3e55a01301447e700aa691484259,350.0
35b8c10c192360a7cdad628a185e99e5,348.0
db7064176aa93f388b25a3268dd0cf45,345.0
17bdfb911db32265975bcbb2db9411f2,340.0
bfa3561ca0d31bca54be08e2d9f7937f,339.0
433ec68e343c6bb9e64fb57acc6d3f99,339.0
20ac30224f0d6923615fbc03ac84563f,335.0
0cc0183c6032ee75f65894789ff1c254,331.0
f29074c8ed15039f8d2beddda132e2c9,330.0
b139714b7058172b1141e1de2a260d00,328.0
0570b4a067b34904d37cb5ddc848b221,327.0
235a3631d1cc01de1de9aa6fc9025300,324.0
dca5bc29c8ae92cee48c6ec73347a13b,324.0
4691ad999ba3f5c6d8bbda46fe69cf90,323.0
1e66289327edd690ec0ad509d4257101,321.0
e0febca6cc604f7eadd58107d82cb451,320.0
03a1f9f63e2fa6c7bdf27d33eba2b09d,320.0
39fce827ceabb76a6010195957d9e59b,319.0
c130ff4bc4f4b06b3e42f5c64b6ee6a0,317.0
10ff4631cc5198bb5add391eccbd5a09,316.0
aa02c320813a08e8c47845c4d3aef00b,314.0
8ad691ed2c82e37ad4174a810573160a,313.0
e1d34bfaee639f5be81d28b8b33c5e2f,312.0
67b3d7be1437ac9b6e76a609cf22c230,311.0
5abda802ce4340fbcff04ad3f07c9def,309.0
c527a9d131853907c70bb1239f3269ec,308.0
d040358e75e20b678a107f8ce18f4259,307.0
8222611fd6dd9ee388e2e7c747ee2c5d,306.0
2dfc021ab6895ae3b4c956d50052f17e,303.0
bf1050837664225effcd82c97043bb16,300.0
fded9ff7f54a838e9511e58e26c46064,297.0
1f6f400a4c40ce9f7cea0e7145938045,295.0
08faf2041b38f0c8f2faa68e7d5edd31,294.0
84135a0b2ffd4bf0902d223d4ee001dc,294.0
ad235b65ccb597f05a96b06c0ad90eee,293.0
4c5752249531cf2a133a7e0c3f13b84f,291.0
9908fffab7ed4f3bec44cda2f5084d49,289.0
57d8f0be1a2a709f10ebe606e71224d0,289.0
727992952afbbf55406b97e29855c9c2,288.0
0b8b9ae09c90a76edc1d495a68e05a9c,286.0
b971daa61a53d9e096214599176b245e,283.0
ff316fa5f91785b97b8a10e993cfb8e0,283.0
cd8d2ddb88bbe44dfa61a34dfd244b0b,280.0
a5a7486c3e60ff3d6cc20e9e6359e7ea,275.0
