GROUP,1_RA_FMT,2_RA_FMT,3_RA_FMT,4_RA_FMT,5_RA_FMT,1_IH_FMT,2_IH_FMT,3_IH_FMT,4_IH_FMT,5_IH_FMT,1_RA_FMT_PRO,2_RA_FMT_PRO,3_RA_FMT_PRO,4_RA_FMT_PRO,5_RA_FMT_PRO,1_IH_FMT_PRO,2_IH_FMT_PRO,3_IH_FMT_PRO,4_IH_FMT_PRO,5_IH_FMT_PRO
9faa90542b330fa9e0c926e24267ec99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,87,43,28,39
04611dabe3583caf155167674ef7e0e4,0,0,4,17,0,21,4,0,0,0,0,0,108,33,7,0,0,17,5,10
d6eda88bd8370a52076b0dafde12249a,26,5,6,0,11,10,7,0,10,0,0,0,22,10,6,15,20,0,8,54
60f93fed83d17d00026301844c347826,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,78,91,0,0,35
924668f542df9de35c2226e4a6cf09bd,0,0,0,0,0,26,0,0,0,0,10,0,0,10,31,54,83,0,0,0
25946b1f44d8e53165785e8608641763,8,0,11,0,3,5,0,0,0,0,21,9,12,17,1,47,58,8,8,5
870c2e3e8ebeb830c2d64ee56078f58b,12,13,7,0,25,0,0,3,7,7,21,10,7,21,7,9,13,23,7,21
4ed11405ae0cd46d8c58ce2a90094823,13,0,0,0,6,10,0,0,10,0,0,0,38,30,0,33,57,18,5,3
dc39a8363a0619e382ad6bdf64622a08,43,54,6,11,2,0,4,0,3,0,4,0,4,8,5,11,8,8,12,19
8707ff9eac05bc071993b6f346ec5baa,49,0,69,0,66,20,0,12,0,0,0,0,0,0,0,0,0,0,0,0
ae80a8a3539924896aaba9bf36d0d438,7,0,18,0,20,7,0,0,3,0,9,0,11,23,0,56,52,0,0,9
22907d450b79c927e4ffe34a2d09d2aa,10,0,0,0,24,14,8,12,0,0,42,1,7,12,0,28,44,0,15,0
1396b950677a0d669ebb6710d336615d,30,10,3,0,10,4,0,0,3,0,13,0,9,8,0,63,58,0,0,7
428cdb8eb45383c9c53f1b748e0cf97d,15,34,16,0,33,0,0,0,0,0,19,9,24,28,0,0,0,0,0,0
2b098ef39ba6c530643dffe8d84adb1b,8,25,35,6,5,0,0,0,16,9,0,0,0,0,3,9,6,53,29,1
cf06ff688db7794a55279ba045ba2862,0,0,18,0,16,0,0,0,0,0,0,10,16,30,0,37,41,0,0,0
5425f9eda71afbc71638d011c18e96ae,8,14,6,0,10,10,0,17,25,0,0,5,33,18,0,20,13,12,0,0
7e4161552cf4b7361ff89f85623ef824,4,6,3,0,7,5,0,0,2,5,0,0,58,52,3,0,0,19,14,10
bdf27bf0597da52d63064583bb957834,13,5,0,0,33,0,0,0,11,13,22,0,22,29,4,0,0,17,17,0
90efbf79b027835779101fc55504e842,36,29,0,0,13,20,8,0,16,13,0,0,0,0,0,9,22,17,0,0
e5f556676d65fdb9ad35c8b57ea9faa0,17,14,0,0,11,0,0,0,0,0,0,0,0,0,0,59,91,4,0,8
c5e5fd5c9af649aec207b86dee76d5f3,19,11,0,0,0,17,0,0,0,11,39,5,9,17,12,0,10,16,15,0
9c6688b479e664fa9d070647653e49ed,92,29,41,0,11,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
bf2978bc52b8731cc024bb07eeecf6ed,9,15,9,0,0,9,9,6,60,41,0,6,0,0,7,0,0,0,0,0
721bbde09abf2f51fc7d8caeab5b22f1,0,0,0,0,0,12,13,12,19,26,3,9,0,0,0,11,5,19,10,17
9ecb011b73b151660fc0f8650ef1da00,7,8,8,0,9,4,5,0,0,0,10,0,7,22,11,29,31,25,8,3
8cadcb7be6a644953d0ce8e8118a49d3,0,0,0,0,8,4,0,5,0,6,23,6,0,20,16,25,46,0,13,6
2bfd220284f4208a729f67f3f6f073c3,21,7,16,0,0,9,0,0,10,0,7,4,0,7,9,20,50,9,9,9
5eb89b54ff80685ac36c8fa3a916ce31,0,0,0,0,0,0,0,0,6,5,33,6,7,28,91,9,0,0,0,0
48120f2d28136884787660eb4953652a,13,4,5,0,11,0,0,0,0,0,29,0,0,17,0,30,41,3,4,11
e9401f3db9527e1a57b19c9117442afc,17,7,2,0,4,0,0,0,0,0,0,0,0,9,0,57,53,5,0,0
185fd5fa18cb1cc8b0fa2bacf60af299,0,2,11,0,6,7,4,13,11,0,15,0,14,13,15,21,20,11,8,0
17bdfb911db32265975bcbb2db9411f2,7,2,2,0,20,0,6,8,8,9,4,18,13,15,14,10,4,6,1,15
843ef86cd20608e1612e31ff1665a95c,0,0,0,0,7,3,4,0,0,0,30,0,37,34,0,22,36,0,0,0
f7428585b7cf8d65f206036a5852adab,33,37,0,58,2,3,13,4,19,8,0,0,0,0,2,0,0,3,0,0
194b403b7289428d0a766e59e8b32195,43,0,0,0,37,25,0,0,51,0,4,0,0,0,12,0,0,0,0,0
3abae39e94cf51920aec2b9fb42b53a9,0,0,0,0,15,8,0,0,4,5,14,2,16,16,10,32,36,0,5,5
9ae4c873b9b32bdae76d395205bbf6e6,0,0,0,0,0,12,0,0,19,28,0,0,0,0,0,30,48,15,6,12
f29074c8ed15039f8d2beddda132e2c9,49,13,0,0,7,0,33,0,11,0,18,9,0,0,15,6,23,0,0,0
b139714b7058172b1141e1de2a260d00,18,27,0,0,43,0,0,0,0,0,30,11,11,15,0,0,0,0,0,0
d60f301b7a949b89d4ab416fd6023373,6,19,12,0,9,32,0,16,0,21,0,24,0,0,0,0,0,0,0,0
5a483930ae687501d239547148452dec,59,27,0,0,22,12,0,0,0,0,0,32,0,0,0,0,0,18,0,0
ee92daa238d9b91f85aef29b32ee15c0,25,11,0,0,3,5,6,2,7,2,9,5,7,4,3,18,13,17,14,8
fd496fd32dc8c08ade2e8b6c9d8ee13d,0,0,0,6,0,0,0,0,0,0,7,1,0,11,17,10,4,9,9,81
dae2011d282a4a3d992e774bf341acd3,4,1,3,6,6,8,3,13,8,13,0,0,0,0,0,34,50,3,10,5
e0febca6cc604f7eadd58107d82cb451,9,17,13,0,4,4,9,17,8,45,0,7,5,4,5,0,0,0,0,5
10ff4631cc5198bb5add391eccbd5a09,0,0,0,0,0,24,46,60,8,7,0,0,0,0,0,0,0,11,5,4
c0d5dcb7d80d5dae81f286d953193674,30,33,4,0,0,5,5,5,6,1,16,17,6,29,0,0,0,0,0,0
c527a9d131853907c70bb1239f3269ec,43,21,31,0,0,15,21,11,0,12,0,0,0,0,0,0,0,0,0,9
870360668c3977200e9e3c9e18f79721,83,41,6,0,0,0,0,0,2,0,5,4,0,0,7,0,6,0,0,8
d6407426a326d0bd8663a18e3e7f38b3,12,0,7,17,6,6,0,0,0,0,0,0,11,21,14,12,7,13,22,0
4422afa5e085d3e4373b56dd5c28160d,8,0,8,0,19,6,0,0,0,0,7,8,12,26,46,5,0,0,0,0
0d29a1eb24f264423251f3b2a92f7914,36,48,20,42,0,13,0,0,0,0,0,0,0,12,0,0,0,0,0,0
0b8b9ae09c90a76edc1d495a68e05a9c,7,19,21,0,0,11,12,0,16,29,0,0,0,0,0,0,6,0,0,8
337fe99fc52f0e102994ed721dddf577,0,0,7,0,0,0,0,0,16,9,36,0,0,21,14,9,9,23,13,0
fcfc259df19c81f8b6701748baaaa360,0,0,0,0,42,0,0,0,0,0,0,10,16,0,80,0,0,0,0,0
ed00fb3691748ed4cae9230b19be54c8,6,5,13,0,4,12,7,10,0,7,0,0,0,0,0,21,16,16,5,7
3e6543db247cc806933db944ec0cf382,0,0,0,0,0,0,0,0,0,3,51,0,0,61,0,0,9,0,0,0
b9ed1a2c86edb972db7742981e6901da,16,11,12,4,0,0,7,0,9,0,8,0,0,10,4,11,10,38,0,5
389baca2895da43bd2e159efb7e006fe,0,0,0,0,5,11,0,0,20,5,15,0,0,11,7,19,15,9,12,2
6e424244f0ae7694d4a2678c19ecc0a9,0,1,8,0,6,0,0,0,5,2,10,0,0,11,0,33,42,5,8,9
3e3f77c4be49bcab88acf4209404e136,0,0,0,0,8,0,0,26,5,0,25,0,0,19,0,5,9,21,11,0
273fa0191072af3d33e32271b35c8f18,11,0,2,0,0,0,0,0,5,0,0,0,18,35,0,9,1,27,5,0
b971daa61a53d9e096214599176b245e,23,0,0,0,0,22,0,4,0,0,46,0,0,21,0,0,0,26,0,0
67b3d7be1437ac9b6e76a609cf22c230,0,0,0,0,0,12,22,27,7,0,7,0,0,0,0,15,12,12,0,6
b8455681fc92d051fdd023aa62417fb3,25,24,0,0,0,0,7,0,79,0,0,0,0,0,0,0,0,0,0,0
80dd71f0135ba7b0b937f699b90d18d8,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,50,56,0,0,10
761106f9ba9bdabce9e9b1417f097101,0,0,0,0,0,0,0,0,0,0,0,0,20,0,33,0,0,66,0,0
df6d28dcdb6d93ca063daeb86dfc8e2d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,67,0,0,3
abc9d0654528d0b94c6a6f45455a239d,0,0,6,0,5,0,0,0,3,2,0,0,0,0,0,31,28,10,5,16
557cdafb4838e314885ddb4c7a177d13,2,5,0,0,3,6,26,0,3,2,23,5,17,18,0,0,0,0,0,0
959b9a53f413963f0de2b48bc4ceaece,0,0,0,0,0,0,0,0,0,0,0,0,45,35,29,0,0,0,0,0
aa02c320813a08e8c47845c4d3aef00b,0,12,8,0,0,3,11,0,17,17,0,0,4,3,0,3,13,6,4,4
c5aad5ebe154556c8422b669638c0745,11,5,14,0,0,0,0,0,0,0,0,0,0,0,0,36,23,21,8,0
7398a8fcbc69240bfbb4d43d2d0a89c8,10,10,11,0,0,0,0,0,0,0,26,0,0,31,0,0,0,0,0,27
b2224d09fb56fffb7949a37935a5b572,0,0,0,0,7,6,5,8,14,7,4,13,0,0,8,16,7,5,6,11
a5158e1b4131c2dffa5310aedc7c10ef,5,0,0,0,33,34,0,0,0,0,0,0,0,39,0,0,0,0,0,0
af928ce7b721200d59dcbdd21877f685,12,9,0,0,3,0,0,0,5,0,16,0,5,12,5,10,10,14,7,7
a6b6710fb78a99a2d9112a2ff620abb6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,84,0,0,0
c8e34bb10306cd8cc72e42eb1313b7c8,0,0,0,0,9,8,27,22,7,9,0,0,0,4,0,0,0,0,6,7
f86c536a0839b448a93580a165464ab4,0,0,0,0,9,0,0,0,0,0,0,0,37,15,0,6,26,0,0,0
827f757016e275883ea8814ffb6f2a4e,10,7,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0
235a3631d1cc01de1de9aa6fc9025300,11,4,0,0,2,7,0,0,0,0,9,5,16,14,5,10,7,5,9,0
deb6cb498b1f0a2e2098d8698813c54b,0,0,4,18,17,0,0,0,8,17,14,0,0,19,0,0,0,11,0,9
8222611fd6dd9ee388e2e7c747ee2c5d,0,19,0,0,0,0,0,0,20,0,13,0,0,18,0,0,11,17,20,0
ca46f1208cb7496146be8e7801b6b9d5,25,0,16,0,0,0,0,0,0,0,0,0,0,0,0,23,36,0,0,0
2cc48a1933a671b087ef58c7b186d55f,0,3,7,0,7,0,0,0,6,6,16,0,4,13,7,14,0,13,0,0
5fbc483f79cd97d3a7253931f37c33e8,0,0,0,0,0,0,0,0,6,0,26,27,0,0,14,12,0,0,23,0
ff30b3d451a318cb5fcf4a87f83927ad,0,0,5,0,14,0,0,0,4,0,0,0,0,0,22,0,0,15,40,0
836cd5ea357ad392c00a7e48d921be1d,0,10,0,0,2,7,13,0,0,0,10,10,8,11,0,9,0,11,0,5
fc6a920ac4b9042d096fc385f6a1fb96,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,45,41,0,0,0
25701bc06e4a2d4b040f35a10c2ab965,0,0,0,0,0,13,18,86,0,0,0,0,0,0,0,0,0,0,0,0
88e2cc3c7ae430fd82f841fcac6d761d,8,6,0,0,8,0,0,0,0,0,0,0,5,6,0,11,48,0,0,0
127d029e4712422f69cf80ceb163558b,0,0,0,0,13,4,4,13,8,11,0,2,0,0,0,0,0,29,18,0
f94596fc1e08249a619d0f132eaef662,0,0,0,0,6,0,0,0,8,6,4,0,24,25,10,0,0,6,0,0
363b5bc429aa94cebf6edfc8403e2554,0,0,0,0,0,0,0,0,36,46,0,0,0,0,12,0,0,0,0,0
bead62c5dba954b3c34dbd63677ac5e9,0,0,0,0,0,28,0,39,0,24,0,0,0,0,0,0,0,0,0,0
38e1bee25028fa024ea7320caf4c0793,18,0,0,0,0,0,0,0,0,0,0,0,7,0,0,27,25,7,0,0
2747bd94a19fbfa82f1e90e326d2f100,11,1,20,9,10,3,2,11,0,0,0,0,0,0,7,6,0,10,8,0
65e42c2d69bcf093aa2417e578bde9ec,17,5,6,0,0,10,0,5,11,14,5,0,0,0,0,0,0,0,7,0
bbaad0f397a1590db5c42bf1f40c8db9,6,0,0,0,0,0,0,0,0,0,0,4,34,0,0,18,15,0,0,0
778f7f968b67128ff829bfff331b3b38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,46,0,0,0
00cec374cdda5920f1165a734c7fa269,0,0,0,0,6,6,4,0,2,9,0,0,25,16,4,0,4,0,0,0
ce78414357068359ddae6a47b6592a08,4,0,0,0,4,8,0,0,10,2,0,0,0,16,0,7,10,11,5,0
4691ad999ba3f5c6d8bbda46fe69cf90,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,42,44,0,0,0
1e66289327edd690ec0ad509d4257101,11,0,0,9,0,0,19,0,0,0,5,0,0,0,0,0,0,0,15,22
da1ffc7cfb857dfdbeecfe7b8eb2efef,4,4,0,0,15,7,0,16,1,7,0,5,0,5,0,3,3,2,0,0
021b898345f1a2b66c1e0da5f63a93c6,6,0,0,0,0,4,6,0,0,0,7,0,4,0,0,16,19,0,9,0
b66b5a2972755aa675ab5e2c92d55ab6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,43,23,0
401e9cda8dd173db76e03cfe30f2274e,7,0,6,15,0,4,4,0,0,0,7,0,6,7,9,0,0,0,3,0
d6cac08cbecd090e37f47abfdccb0422,0,0,0,0,0,0,24,59,0,0,0,0,0,0,0,0,0,0,0,0
324a68faea87d16c8e64abc6856e10e5,0,0,0,0,10,3,0,0,3,2,0,0,7,5,9,14,16,0,6,0
4380abc163ecefa354d7002925971253,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,14,0,28,33,0
945184b6386c192c0066e0a98a154780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
5f1f6453ad88dc836876671d27f97f58,5,0,20,0,7,0,1,0,0,0,20,0,0,4,13,0,0,0,0,0
5fe7368c69e66529f0fe71354cc10fc7,0,0,0,0,18,0,0,11,0,12,0,0,0,0,11,4,0,0,13,6
67c532737f30ff0f53528486336ce6cb,0,0,11,0,0,0,4,0,0,0,0,0,0,0,0,20,26,8,0,3
934dcdcb25ead801df5ed7b7c9f1477b,0,0,0,0,0,0,0,4,6,12,0,0,8,9,0,0,4,14,6,0
d6443ae1b639b169177263669b3256d9,0,0,0,0,0,0,0,0,0,0,3,0,13,10,16,14,9,0,0,0
50313555c1a4385e25c85b06a5c8ad42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,31,6,10,0
ff2be076cf928bdf0eb0935b49878911,0,0,0,0,4,11,19,6,10,15,0,0,0,0,0,0,0,0,0,0
bf34422106e5974ddf75216e2c05273c,5,1,0,14,7,5,0,0,5,0,0,0,0,0,0,3,11,10,6,2
ec77b8bc25a3aacda06ec2b5068e295a,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,17,34,0,0,0
be04d66c58de24bdbf386e040b202875,25,0,0,0,0,6,0,0,0,24,0,0,15,0,0,0,0,0,0,0
6c921e3ae0af506f54295d074ca071bc,14,0,4,9,0,35,2,18,0,0,0,0,0,0,0,0,0,0,0,0
27b0bca5c048a9dfade9558dcf685681,5,4,0,0,11,0,0,0,0,2,16,0,0,0,0,12,10,0,0,0
29f242efe797d95ae64a7861b1871594,0,0,0,0,0,13,20,0,0,0,0,0,0,0,0,0,18,0,7,4
d56101b838ca3442c9b0a8c0a926b70d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,23,15,5
e3789c18f7da3801f4b3381c55acbb63,0,0,0,0,0,0,0,0,20,0,8,0,1,2,0,7,7,3,0,9
8508e9c3a3ee2d579b34ab097851d4c2,0,2,0,0,0,0,0,0,0,11,28,0,0,14,12,0,0,0,0,0
b155d97b79acc3086ce118451afa0124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,25,0,8,0
b96d2310701b0f232b5fec79a5474a9c,14,7,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,14,10,0
607a1bcc4baccac25c567bbb74d81cdf,12,18,0,0,0,0,0,0,7,0,3,0,2,3,1,0,2,4,0,5
1328ddadac3f2d08eb25e79a18f7e574,35,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851bd80d021dcf4e9f3f11e95310927c,11,3,0,0,0,0,7,0,9,0,0,0,0,5,0,8,3,8,0,0
39fce827ceabb76a6010195957d9e59b,0,0,27,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,14
b18037a224663cf99b188ff37ab195d4,0,3,0,0,0,5,4,0,16,15,0,0,0,0,0,4,5,0,3,3
00edbd1ba8dcda99fa8c48ebbad76bc3,0,0,0,0,0,0,0,0,0,0,25,13,15,0,0,0,0,0,0,0
c518773de1fa8f58aebfc3c18e017d10,0,8,5,0,4,0,0,0,0,0,0,0,8,5,0,0,9,13,8,0
204e528f5aec2e81f7915c9c6a94cee6,0,0,0,31,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3cdfbb9adee168f17b5af25c74f580b9,0,0,0,0,19,0,0,0,0,0,0,0,13,21,0,0,0,0,0,0
e5ee1d85ad16f8c94333754ffe9430ff,0,0,0,0,7,0,0,0,0,3,12,7,0,6,0,11,6,0,0,0
bf1050837664225effcd82c97043bb16,0,0,0,0,0,1,0,5,5,3,0,0,0,4,0,8,17,10,4,0
aa43e7fda307d6ea50cfe7c933b04cf1,5,12,0,0,0,4,0,0,0,0,6,3,0,13,6,2,0,7,0,3
35b8c10c192360a7cdad628a185e99e5,0,9,0,0,0,0,0,0,0,0,0,0,5,9,0,12,20,0,0,0
7773d75822ab2debfb3d6877ecf9e314,0,5,6,0,0,3,4,7,0,0,0,0,0,1,11,0,12,6,6,0
8e6f1849d93723676dff6cb1962941a8,0,0,0,0,0,2,0,3,5,6,0,0,0,2,0,0,0,0,0,37
bbad0620f73e536bca17a2c769b09167,0,0,0,0,0,3,0,0,7,0,10,0,5,0,7,4,11,0,11,0
a9bb943f579e2a70186c19aae1c8ea0a,0,0,0,0,0,0,0,0,24,21,0,0,0,0,0,0,0,0,0,0
edefa736f3fd701281f967fa8952b8f3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,30,17,0
9d019e904cd06dbfc6c754deebce881d,4,0,0,0,5,5,0,0,0,0,0,3,5,17,0,0,0,0,0,5
f17639f2860cbb1e573c5f9b00e6cefe,5,0,5,0,0,1,0,0,2,8,5,10,0,2,7,4,2,0,4,3
ce72009c0c36b5ff547b9a0c89f669ce,0,0,0,0,0,0,0,0,0,0,33,3,0,22,3,0,0,0,0,0
975d5aabbcbb53d18b84ee9a8024fcd8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,20,6,0
912487364b4fda5993a03f47d60111e9,19,8,7,0,0,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0
bf8b632bb810c7e26b5a8902838e05ff,10,16,8,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0
e00e288083c965bb4866d55d959fcb43,0,4,0,8,6,6,0,4,0,5,0,5,0,0,3,0,7,10,0,0
6eaa4126f1149270fce6d316338af7f1,28,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
5a1c2ba45f3ee6a6a533a669ddc6df2c,0,0,0,0,8,0,0,0,0,0,0,0,0,8,22,0,0,0,0,3
5a8ec9c84f3495870c2a71f1dbb17a26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,22,9,0,0
a5a7486c3e60ff3d6cc20e9e6359e7ea,0,0,0,0,0,0,0,0,0,0,6,0,8,13,0,8,6,0,0,0
8df399e29acb5a583f449a82db4e17c9,0,0,0,0,0,0,0,0,0,0,5,0,0,9,7,0,6,0,1,17
3d5baff45729bf2214074c2e9f77ad10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
bd788ee7c83b648bddcbeb7e5c7925c6,0,0,0,0,0,0,0,0,10,12,7,0,0,7,10,0,0,0,0,0
1a78539b37f0546f2a1643da51ce7636,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,3,0,7,0,20
ecb3759e804e8c86d9fb0de817207fe9,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,17,0,0,0
5be85eb33fdbec6f55538b7a9c322819,0,0,0,0,0,0,0,0,0,0,12,0,5,12,5,0,0,5,1,3
5f52cfbaaa24156ce4890b1e49443f86,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,0,0,18,8,0
2fe93c7d6554d0f92c8b2ea2c36f2e2f,0,0,0,14,0,0,0,3,0,0,0,0,0,8,0,0,8,0,10,12
9b89b811be9292552e327f16a217ee6f,0,0,0,0,0,0,0,0,0,0,7,6,3,0,0,0,13,8,0,0
dca5bc29c8ae92cee48c6ec73347a13b,5,0,0,0,16,9,0,0,1,2,0,0,0,0,0,0,0,0,0,0
ff316fa5f91785b97b8a10e993cfb8e0,3,0,0,0,0,0,0,0,0,0,9,0,2,2,4,4,6,13,0,0
d92d53b67f4b4a2516ca359494db4c24,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,14,11,12,0,0
362a9e53b15c9989a724cf6504923c89,0,0,0,0,0,0,0,0,0,0,23,0,0,16,5,0,0,0,0,0
24fb379c94e73772f881ec8383949cda,0,0,0,0,0,0,0,0,0,0,9,0,15,6,0,0,3,0,0,0
c220411c349b8a75624ff17ef6fd3923,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2b33752353804e5616919765189fded9,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,11,7,0,0,0
e61b52cd3ace83b9a3515c17c6438a87,7,0,0,0,0,0,0,0,19,2,0,0,0,0,0,0,0,0,0,0
4598e7db6dff8f019ff4f6c50dc05df4,0,0,0,0,0,5,7,0,0,0,9,0,0,5,0,12,0,0,0,0
2d01d21dc12ee96d173b6ab4e83f9a3b,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,12,0,0,0,0
cbc6ec0ad878294861f06ed9fff333c0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,20,5
5ba41fd826c45352c3911bdcaea6789a,12,13,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0
78fb4140156b855369c5c80f4555cfd7,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,18,7,0
b6b86531ef8d5b24a2b1f0d0cbb40c76,0,5,0,0,0,0,3,0,7,6,0,0,0,0,0,0,0,7,0,8
71388bf0952df19a8fad5f1bfa9d8c43,0,0,0,0,0,11,12,0,0,0,0,0,0,0,0,6,3,8,0,0
1ea2c3e2a528db3d3be74e6d87fc2942,0,0,0,0,0,7,0,13,15,0,0,0,0,8,0,0,0,0,0,0
3c123f25242dccac78a93d0822c71ff9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0,0,9
5e18094f37d33836726fabc09f8e46fc,11,16,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
11b7bb7d02a7be392bce27f6e0c9b80b,0,0,0,0,0,0,0,0,0,0,9,0,0,9,3,6,11,0,0,0
1ec78cf2c330d5a8e7c5c57640213633,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,14,0,0,0
fe7a9e832c39a5823a8e234d93778b3d,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,3,0,19
14e78619269b8c45554ab4a8ddf2f22c,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,3
65641452be75528754b5ae258ba661c1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
dc6238760f7fb47db3501252a3751840,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,0,13
e1d34bfaee639f5be81d28b8b33c5e2f,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,6,0
294439019add4f19e8d5d95d40921207,0,0,0,0,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
9e3b0ce9bb690b78f97f20c102089c55,0,0,0,0,0,0,0,0,0,0,0,0,27,7,0,0,0,0,0,0
0570b4a067b34904d37cb5ddc848b221,0,2,0,0,0,0,7,0,0,0,0,0,6,4,0,0,0,0,0,6
3233356e7b908c8a38c840e7b0d4a5ac,0,3,0,0,4,4,0,0,0,11,0,0,0,0,0,4,0,0,0,0
49a69069a820c36293aca9397f8ac24c,0,0,0,0,28,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
bfa3561ca0d31bca54be08e2d9f7937f,0,0,0,0,8,5,5,0,0,5,0,0,0,0,0,0,2,0,0,0
1ce8c57de80c69514f619c61e6ef1fdb,0,0,0,0,2,3,0,0,3,0,0,0,2,0,2,7,1,0,0,0
db7064176aa93f388b25a3268dd0cf45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,0
e36be349dea51383ef7c2f26dd242def,11,3,0,0,0,2,0,0,0,0,0,0,0,6,8,0,0,0,0,0
3dcddbf02b571ea4ac7fe071e9f66749,0,0,0,0,15,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
53b03b875000d9afe82e7095372fa7c1,0,0,0,0,0,0,0,0,0,0,0,0,11,8,6,0,0,0,0,0
e30216b1d3f1ad1922ccf61973f45787,0,0,0,0,0,0,0,0,0,0,0,0,10,17,0,0,0,0,0,0
a728a1dce17d5afb4677e6cc919c2391,0,0,0,0,0,0,0,0,0,0,0,0,15,7,0,0,0,0,0,0
675df60bfe10a0076c6359d6ce9e3c6f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,0
88eb686ca6222ba1acb01f0bcba963dc,3,0,0,0,4,6,9,9,0,0,0,0,0,0,0,0,0,0,0,0
f9c752d5c510e07c457e029af2d6d31b,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,10,8,0,0,0
8fd618f97a48e4eb208b0445dbb10d8c,8,0,0,0,3,0,0,0,4,8,0,0,0,0,0,0,0,0,3,0
b0393e75df8338f8224463cb1b34efbd,0,0,0,0,0,2,0,0,3,1,0,0,0,0,0,2,0,7,1,3
a93780af2e54c4e6e3970ebeb5021540,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,11,0
ffac4ec15a9162aa65951455b9652aeb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0
a6814253a38248cacced10ba5b2e3b1d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
ec494ccbf94de2be48f3c7e4cf844046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,0,0,0
c601986784ec5352196d3bc7278277b5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4
4ac5de6617d5b4d5201a8d2d98c785e7,0,0,0,0,0,4,3,0,4,0,0,0,0,0,0,0,0,0,6,5
538add871396bc31fee52b4c6e73542a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
1935fea51cfbe50da222589365912e20,0,0,0,0,0,13,0,0,4,0,0,0,0,0,0,0,0,0,0,0
dcae18822e60e51f6e02afbb3c8c34aa,0,0,0,0,0,0,0,0,8,5,0,3,0,0,0,0,0,0,0,0
