GROUP,1_RA_FMT,2_RA_FMT,3_RA_FMT,4_RA_FMT,5_RA_FMT,1_IH_FMT,2_IH_FMT,3_IH_FMT,4_IH_FMT,5_IH_FMT,1_RA_FMT_PRO,2_RA_FMT_PRO,3_RA_FMT_PRO,4_RA_FMT_PRO,5_RA_FMT_PRO,1_IH_FMT_PRO,2_IH_FMT_PRO,3_IH_FMT_PRO,4_IH_FMT_PRO,5_IH_FMT_PRO
2763397cf04e86ebe1cf4e4eeae9581a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,6
32317cf45f85703ea6953d287df7e7ef,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,8
b358d76cf51dad99d526470074e5f31c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0
cf6638b77d234084c256c5898fe8fe3b,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
6b8307a0222360f36caf7065c78ff424,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,0,0
1c0d4d46dea8b66caeeac977f134cff5,8,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,8,0,5,0
55b60296bc5a7532030150d24d7c2c61,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,11,6,0,0,1
1f6f400a4c40ce9f7cea0e7145938045,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,7,6,0,7
47f61b65b87fe2de661f6b8ba41cddea,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2fb77758332c1c65781c4ce030fa0efe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
aff516c121bd4574170ec019010c5d86,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,0,0,5
a6bed81ae136bbcaf60c91d83befaa68,0,0,0,0,0,0,0,0,0,4,5,0,4,2,0,0,0,0,5,0
6aaac37f56d07ffcea4fe9ef1cd00d2f,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,9,3,0
29daaf94c6c9c41e5044aa321d18a306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,12
667e2095050a61e299876d8b5b13a0fc,6,1,0,0,2,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0
649ad723b6bba0a739704e4004d139d3,0,0,9,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
90231542c2038780b8fc44efbf9d77a8,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
e0e9f3b8ab57afdcffa9f61dbad5550f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,9,0,0
f321d5342f0c8e8e85268b58b897f35b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
9e9a1d0b80c0d0fd810a4373f5673994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,8
45ec8d8b3f3f833abb943a394602ca67,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73e4d93dd9fbdebac0e8cc18ecf0250f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,7,4
f54447ae705d557e2c2b3777fbdd56f0,0,0,0,0,0,0,0,0,0,0,11,0,0,2,0,5,0,0,3,0
b301115074f6e3de36efa48b692c7f8b,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
fa90ae32c3a2b95128da7dd5a8bdf251,0,0,3,0,0,0,0,0,0,0,2,0,0,5,0,4,2,0,0,0
3607599c1aab4789914bb85aa5387ec7,0,0,3,8,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,2
b7ed133c0e997839decebae543619e8b,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,2,0,0,0,0
20ac30224f0d6923615fbc03ac84563f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0
47f770032218f91b352999ff1f663807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7
d409f0f157c2b27807fbae78d69bcc0d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
9477d14f8c109bae38f32af89c4c42ee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
77f352b310dc941a969edf6536c2e820,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,4,0
00dbcec69924cc7694d15fa0e7d8ad8c,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0
e58cdd03487e169b4efb809a6babab57,0,0,0,11,0,0,0,0,0,0,0,0,2,0,9,0,0,0,0,0
c674c60be5fdee49a7f9a7400628516b,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,5,0,0,0,0
1af37d277c3b5e1325d6b9ff58145372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0
f0ea1e3d7fabfb8497741de9a3402b6e,9,0,0,12,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
d06a285ea63bd5cc53a4b0e46d0cdd72,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
6312bde5ed1bda468089673f268466fb,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0
a409a55f6891cab4277e37cdccc4255a,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
f756b6e12dadb06ac93ad18a971fce99,0,0,0,0,0,0,0,0,5,2,0,0,0,3,0,3,0,0,3,0
ab240e95dbb5bec0bbf49bb47e59a900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0
2678ed3808ef43759fe3dcf46f1b1a05,5,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0
e1e7923a771f9cf521df10f522ec89cf,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
00a609caf30aa120e89c6c2e3426b66a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
2a89717b521dc276ae1bd08090909dc4,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e046e29a358f4e382dccc33ca22f61ad,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
99ee92e36a3bfda54437f2370facd8c8,0,0,0,0,10,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0
19d893e5d491ce41bdb666edc9a471fd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0
d85f7c80c1ad16d5903ce9d78ade5916,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f30c976bd39acbbfc8564c7beba4b875,6,0,0,0,0,0,0,0,0,0,4,0,2,5,0,0,0,0,0,0
f750e95517d94f8db0cc73db81c97e9c,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b664aba9c5e0e5cc58a311f8ff3d8b0c,0,3,0,0,0,4,0,0,0,0,0,3,0,3,0,0,0,0,0,0
c0f5347ba9bf78765148e77ea5e6da6c,0,0,7,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0
7d94b2d222e5d872fbb9a3ba5254803b,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
df96afb7cca565917c31eb00ee710773,0,0,0,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,0,0
2dfc021ab6895ae3b4c956d50052f17e,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
ef7a59a2c2a260e03e8e6df36b757be8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0,0
dc75e695980507f7eeee0c86fb7da25c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0
08eedcaf8f982611c4982038139f6271,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
fdd5db2888cca77387e68a8a79d0ac65,3,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,1
001ea74b39dc57e51aa0f6c2ab1c475b,0,6,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
3e0a5c3c45d702a53a3d2de195e4db33,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0
fcc84f75257e928f79853e39bb2c6d23,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
1841ceeb252a3e471065c84c01175567,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,0,0
cac537e81c5dde5f938482942d41da24,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9520bccf1741d8490cd863a3a10aba02,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
e2d304e71d519a60497916dce0e60bbd,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0
26d95f66b97240febac5d7976fe5ebaf,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407b797dcd3146d838d26043ae72dea7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,2,0,2
092dcf50cf01ba4190a71727250d11c5,3,5,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209624ea39493ace48ad4daa9d42f617,3,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,2
78bde97a6e8f259342747f2d608611b2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3
439c0b1b24a1903e711a8a171cbbe830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0
4afbf45f017f69e11e9987ce9b6181c6,0,1,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0
9a9b3e55a01301447e700aa691484259,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0
3bde7e97a80f9394b9a471d659eb71d4,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
c8ec4491101c29c4487f3740d33ec71d,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,1,0,0,0
60a2e0a4d6760de56ad66a42a4093dc5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
aa61a146ee120abce54f9517834d49e1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
8f268d10c70309b8e9947be1a9b48907,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82e0302671bd7beff0fc58ee1d09a85b,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,0,0,0
2ce88e05f1919882b01289628bd3d156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0
48e2a4ea98aea8fa0f0cf874bdcacb52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
f94b14e11dfe405e48976839ca380380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4
d925f54f2129619db22eb998d6021440,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81d3a6950559d5543eb39e4f5b310a31,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
201df4785ef1b6d15c59c8cc91490b25,6,0,0,0,0,0,0,2,3,0,2,0,0,0,0,0,0,0,0,0
512d873a538b42184827b3855c583be3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e8d9cf1269b3bc64d0ea83e604600031,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
fb75cf7155262f2e184aa0ce252eb045,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
4f30b996d4676d28c97c4df3e679222a,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
817ca6c7f764f795484d3ca3bf564576,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0
99cea37220eb0ad9b935f2b5664ecc99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
7a64b3f722a8a5318146edfd0c9217eb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
44ecb6f24e49641321dbfcb7f4198dbb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
d5fb068b7b8b6a105eae625c77914aa2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
93c2493bedeb8a55d97a4c41e554556d,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5bbc37962b69b4f2cf25bbad864f8406,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0
dbf83ada1041e3b4fdac47d2dee0a5e5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
9915224dfc964e862e629e49597c8efe,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
7566bcf9eeeac8d93022dfa6b5e75ab5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71c955186c87a745ce9a09e3d2522642,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0
3a563acdbc1eb7299e21480164c40a3e,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0
4494566be86fcbd9f7c301be6f7cd8b7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
724ab87ef6dfecbf85cb2265754bd1bc,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
914cd932c40f857f5730b165792e560d,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0
b9978c647596c3dfcf091ecc04519f84,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
daf471369c8df7afa7849741660d855b,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
e2d973b81c8dcc40e5d0f1454b825c18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
15d80d4eb6c5e94e5d1a37d52128933a,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
9d24a5958524b572f096d356fd33187c,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
db2d4e82be9121eda1e434bfd5e484f9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
ee84f17a4e398c4af09778df0c309c86,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
17d8fbec6c62cf84274db5d09e7f4154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
112cd1f4d1520bb35d1bf42eaf10c6c8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
b5465ebd06cd7f5b26de8a8e492279be,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ac946cb78e9ea2a667a26ba2d16840a6,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
ba99dcbf16da30112ea68753ad99694d,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0
601101d33cdf43a40bd674a50711af52,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3
59219d3dcad9d42b1a414db19c48f30c,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,2
ac48441085228f0ba1af4e448d4fd425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
34e330f47d6b0b3a7742855c99c1730b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
e9e27514e86c213bd30552428f976bd7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3bac14d2805bf995afe9d316a5777b1e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
577803f3876eb718cf8784b21f5ad1de,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
3883c3ab093249287e47ca21ff186ca4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85c902d02faa7542bbb97dc6bae04808,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251d44daba27d5fa4a85bb26296eb2e0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
6d453410ee64f947ba9139aaa2b4c8dd,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
2844575652d12c23ca5e4427012b74d3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
9ccf0efdb459e32a2e3b2e3fd784ad87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
2b90532f7b4cc2c26abd0f1f1657f80b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
3b60fd809739b64fbb1b093afcb28dac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
0c6fc328871237327f68d880772043dd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
08faf2041b38f0c8f2faa68e7d5edd31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
40302be54333f37262f8f8bd011d94e0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6c7b9d8e282db038d938003675ef05dd,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c85b18b3eed23505219d0c58d61ada52,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
f09b04e66067d479e52a6b700a45f86c,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
efce41936caec0fcc64e1a4b0eeffa51,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
300ca5c6611aa3469915bcbe1670c2cb,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
1b30af72f3e37402f98438f223c24802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
3e3b715ffca08a4914d7a16d30da3fec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
18f397805102f2780cb6b5231c9d7125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
6a8118b17d1d40cf877db24449ceb616,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
49278a5c999a5119dec0511de99e703a,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5d51f9553b0753384287e93cec2f6d9a,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97d033725a3fcb0e6b0f9554365d4e0f,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
812f91c917bf8c410e203ff73e92d787,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c75ae6008025d80134bd14e9712f9d5c,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50de0c9bdd5749c1212130e14fc1fe38,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
a4ad5ba5ad8f4b871cc704e6d3726895,0,0,0,0,0,0,5,0,2,3,0,0,0,0,0,0,0,0,0,0
54dcb911e3ab04e9d5b30c3912100b41,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
8f206164ab54d135f51fe42fe93b2d99,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
4b79d051e3ca43f4984a2c7a50cffd02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1
86555947ddfc576c1bb9c42deb3998df,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
082689612c203d7a9a0dfc54c2312570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
0be6c9f53cbfaa42a74cc7c1d38e92de,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
9cc28abb089e7497ab882fbf00a6f28a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
035f77a6709d007fcae145841a54d1a0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c8738b09261f9ea1f3414e16667fac02,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91a093473cad95da81d9ebb47d5ef0c5,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5390583f5ce342b4a6a6473786259fef,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
5dc23a25c8aabc05001d9bebd0c3bbd2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
5af403350ad1e7e362c41201f9b5a159,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
b43f384e32d1a2fcfec7f735f0fd4bb1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
9c32b43a738160d5827c19433f154bc1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
a195f35ed8210f60d57e9dd7133c8e50,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
e238c6f976254aa34d2106b20782549a,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
176ab200057eb8d8cf35189e34f129f7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
52c7b51b12e64877c31e8f0ddffcd9c8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
5e315a91dd5549ce87c94dcf7792f718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
bc6c345a2feb70d3210ba7f89530c5b0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
920a4d1a3e7643a60851fd9c292f5b09,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8011c6ca70467a2b0fb931660c2acd09,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e997b84121104c0999ae87417d492b9a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
6cce144435f7baa2301fdac86efbf50c,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44e0317e1895e4b8440927f30d3a1d58,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08fe6b07421457b1093c866cfd2b1748,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dfb40d91ef66903284d54550c02a78e0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b6a66219872cf67ce4a39aa5c02b972f,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2c50a6eb6c24a9cb0c59de81a17d66eb,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0
d3d5f57b1c8aafeca61afdb1627d2990,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
e0f2a60f0787134b956624750f8c0138,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
1be8bcce513e7f4d1f616c8608d444e0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
9141cab77d9d9679c87dcd44eed5914d,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
99cc0202001a1c1d86d6a319cbde69b3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
599bfa4ecd7d2399a046a18cfb866383,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
75bd82a728427b9fe0161be3977a9dee,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
b504f4f5a0bf827dcc99ee40033ab8d0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
5bca937901b3e3f0e346cd094fa25b8e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
02764f377524770bf8860d512b418f53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
e3b56e778e35266e0dd0babb2dee084d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
1153b5da099235526f67b5b1c124d59f,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
970609ce9c5b3992bba07c103ba85c56,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6996bd062e9d29f5f024b9b8d79729a0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ac4f076e3bda6790ff99ef6dc908f1eb,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a29b59640cd1543d96c267bd94aec52b,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
d4577522cf987b11ed94d423b5f84d48,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
6ee54d010f6e343fe14db9910743c105,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
ecc520d57414e6d5d7d32e95fbe726bb,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
f64f55b1af9b863086103dbf76e94e9f,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
8a74305f3dca57f05e1afaac640920a9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
3145ee17574224906f49aa652d865625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
5848ac94fd484dd1d2cfe89b658b9374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
a36f3a9ea5429c501574af2e388f90f9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
dc8fd71e79cfe80f8d1270ef850c7ae7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
3ad8edafeefd4006ff96426352567e90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
9646ecdba90dc3b1e5aa67a76553a43d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
16fa86e44d18022925ca637d81f1af5c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
5931ec744ff1f393b3d03e87e7c369a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
937d1d2b06f05a4ef89d2707c6c909f9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
c66ea3d804ab0d5346b5d0a31b4562ae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
36f09a3b63ebde15cb79cc41d88321b8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d1ef290fc5a8fde99cd2cb8b0be2d782,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7063b5f53d3a0de70b8fc241eaf223a7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31bae3855743179f355dcd54884b7716,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08081e0b6285e590e40bfe19d4aecbeb,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1c5b0cd01d86965e898fdbcc550b9015,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13506518b825bfbd65794347af5958c6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3175c889bed6da1f9d1025531eabb045,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
