# Constructed from biom file
#OTU ID	AK005	AK006	AK007	AK008	AK009	AK010	AK011	AK012	AK013	AK014	AK015	AK016	AK017	AK018	AK019	AK020	AK021	AK022	AK023	AK024	MB001	MB002	MB003	MB004	MB005	MB006	MB007	MB008	MB009	MB010	MB011	MB012	MB013	MB014	MB015	MB016	Taxon
2ae97aa780e74cb712a0ae2b285ff415	336.0	420.0	553.0	587.0	575.0	327.0	123.0	163.0	228.0	393.0	4.0	0.0	12.0	9.0	0.0	203.0	239.0	96.0	110.0	71.0	308.0	98.0	366.0	653.0	454.0	761.0	0.0	474.0	741.0	918.0	1630.0	640.0	725.0	628.0	693.0	565.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae; s__uncultured_organism
5858157a5f3c4bdbc235927eae7ff303	578.0	908.0	363.0	274.0	328.0	713.0	603.0	117.0	296.0	317.0	126.0	967.0	763.0	559.0	609.0	848.0	326.0	796.0	773.0	471.0	147.0	167.0	24.0	249.0	269.0	337.0	0.0	200.0	216.0	257.0	428.0	202.0	140.0	244.0	194.0	133.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae; s__uncultured_bacterium
b2ce7f937c4d1e391758282974fcf514	431.0	804.0	224.0	51.0	367.0	394.0	125.0	34.0	169.0	54.0	169.0	201.0	704.0	467.0	183.0	294.0	314.0	38.0	20.0	80.0	408.0	602.0	0.0	604.0	185.0	334.0	3644.0	828.0	856.0	386.0	345.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__uncultured_bacterium
cb8b8a6ee6bcfa115f8b24a45fa1c12a	212.0	209.0	102.0	76.0	177.0	182.0	251.0	34.0	108.0	116.0	156.0	237.0	242.0	270.0	74.0	344.0	293.0	342.0	389.0	289.0	303.0	277.0	60.0	829.0	89.0	39.0	0.0	140.0	343.0	557.0	508.0	1263.0	1112.0	1117.0	1183.0	1333.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae; s__uncultured_Bacteroidales
df0e3d38eec730326754d8c17a8b8efe	0.0	4.0	0.0	0.0	0.0	82.0	79.0	30.0	11.0	227.0	23.0	34.0	53.0	23.0	18.0	0.0	0.0	13.0	9.0	309.0	143.0	1863.0	40.0	448.0	13.0	0.0	253.0	249.0	3246.0	252.0	5332.0	19.0	11.0	42.0	15.0	13.0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Turicibacter
edc1dfcd54e37069be79c20ae7bfd68f	457.0	697.0	478.0	297.0	947.0	542.0	550.0	339.0	876.0	600.0	734.0	849.0	562.0	909.0	600.0	499.0	402.0	599.0	531.0	648.0	51.0	140.0	0.0	117.0	58.0	46.0	0.0	111.0	78.0	74.0	56.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae; s__unidentified
0dd0551c0dd279c12d8a31ad016f0a7b	154.0	86.0	416.0	105.0	88.0	72.0	124.0	292.0	29.0	61.0	699.0	90.0	0.0	333.0	640.0	2553.0	2947.0	128.0	304.0	624.0	145.0	0.0	114.0	143.0	1406.0	349.0	0.0	375.0	0.0	54.0	113.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnoclostridium
cb1abf418422e26cfb437c2a36fa1ee9	472.0	826.0	552.0	164.0	581.0	734.0	589.0	504.0	617.0	815.0	939.0	717.0	950.0	998.0	589.0	328.0	260.0	242.0	291.0	293.0	19.0	44.0	11.0	0.0	55.0	133.0	0.0	49.0	22.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae; s__uncultured_Bacteroidales
e04cb8c96d35fee0e181a15fc4511d0c	161.0	64.0	68.0	38.0	325.0	287.0	192.0	196.0	323.0	219.0	744.0	23.0	296.0	754.0	186.0	748.0	769.0	326.0	386.0	62.0	101.0	194.0	16.0	178.0	903.0	1064.0	574.0	354.0	305.0	275.0	223.0	215.0	108.0	284.0	178.0	271.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae
596f70447030c8a5e3ddf2bd3eadafa5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	688.0	143.0	103.0	1321.0	282.0	0.0	0.0	585.0	560.0	1034.0	867.0	1196.0	988.0	919.0	1152.0	1252.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae
